time,reference_point,iteration,ssid,bssid,channel,xr,yr,rssi_ap_digilab,rssi_ap_dosen,relative_position,time_numeric
2024-10-17 10:25:07.133214600+00:00,29,14,DTE Student,4,11,989,1037,-51.0,-200.0,1,10:25:07.133214
2024-10-17 10:25:08.465634100+00:00,29,14,DTE Staff,2,1,989,1037,-200.0,-91.0,1,10:25:08.465634
2024-10-17 10:25:11.434498600+00:00,29,14,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:25:11.434498
2024-10-17 10:25:30.481424200+00:00,29,15,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:25:30.481424
2024-10-17 10:25:30.882646+00:00,29,15,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:25:30.882646
2024-10-17 10:25:33.758799800+00:00,29,15,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:25:33.758799
2024-10-17 10:25:36.663252100+00:00,29,15,DTE Staff,2,1,989,1037,-200.0,-97.0,1,10:25:36.663252
2024-10-17 10:25:52.398228600+00:00,29,16,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:25:52.398228
2024-10-17 10:25:55.162644900+00:00,29,16,DTE Student,4,11,989,1037,-42.0,-200.0,1,10:25:55.162644
2024-10-17 10:25:58.130363900+00:00,29,16,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:25:58.130363
2024-10-17 10:26:13.799767500+00:00,29,17,DTE Student,4,11,989,1037,-41.0,-200.0,1,10:26:13.799767
2024-10-17 10:26:16.869948300+00:00,29,17,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:26:16.869948
2024-10-17 10:26:19.837987200+00:00,29,17,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:26:19.837987
2024-10-17 10:26:22.821615+00:00,29,17,DTE Staff,2,1,989,1037,-200.0,-94.0,1,10:26:22.821615
2024-10-17 10:26:38.588329300+00:00,29,18,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:26:38.588329
2024-10-17 10:26:41.654708+00:00,29,18,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:26:41.654708
2024-10-17 10:26:44.723665800+00:00,29,18,DTE Staff,1,1,989,1037,-200.0,-96.0,1,10:26:44.723665
2024-10-17 10:27:00.495029300+00:00,29,19,DTE Staff,3,11,989,1037,-41.0,-200.0,1,10:27:00.495029
2024-10-17 10:27:03.562376300+00:00,29,19,DTE Student,4,11,989,1037,-41.0,-200.0,1,10:27:03.562376
2024-10-17 10:27:06.533881400+00:00,29,19,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:27:06.533881
2024-10-17 10:27:09.502842600+00:00,29,19,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:27:09.502842
2024-10-17 10:27:26.298365700+00:00,29,20,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:27:26.298365
2024-10-17 10:27:29.369838500+00:00,29,20,DTE Student,4,11,989,1037,-45.0,-200.0,1,10:27:29.369838
2024-10-17 10:27:32.337109800+00:00,29,20,DTE Staff,2,1,989,1037,-200.0,-89.0,1,10:27:32.337109
2024-10-17 10:27:35.328069700+00:00,29,20,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:27:35.328069
2024-10-17 10:29:09.307917700+00:00,30,1,DTE Student,4,11,989,1202,-46.0,-200.0,1,10:29:09.307917
2024-10-17 10:29:12.482997700+00:00,30,1,DTE Staff,3,11,989,1202,-46.0,-200.0,1,10:29:12.482997
2024-10-17 10:29:15.357144400+00:00,30,1,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:29:15.357144
2024-10-17 10:29:18.323163600+00:00,30,1,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:29:18.323163
2024-10-17 10:29:34.198883600+00:00,30,2,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:29:34.198883
2024-10-17 10:29:37.369628700+00:00,30,2,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:29:37.369628
2024-10-17 10:29:40.236638200+00:00,30,2,DTE Staff,2,1,989,1202,-200.0,-89.0,1,10:29:40.236638
2024-10-17 10:29:43.308002100+00:00,30,2,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:29:43.308002
2024-10-17 10:29:58.664694700+00:00,30,3,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:29:58.664694
2024-10-17 10:30:01.639395100+00:00,30,3,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:30:01.639395
2024-10-17 10:30:04.622204100+00:00,30,3,DTE Staff,1,1,989,1202,-200.0,-89.0,1,10:30:04.622204
2024-10-17 10:30:07.679562400+00:00,30,3,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:30:07.679562
2024-10-17 10:30:23.346186200+00:00,30,4,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:30:23.346186
2024-10-17 10:30:26.317919800+00:00,30,4,DTE Staff,3,11,989,1202,-43.0,-200.0,1,10:30:26.317919
2024-10-17 10:30:29.328439200+00:00,30,4,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:30:29.328439
2024-10-17 10:30:32.334693500+00:00,30,4,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:30:32.334693
2024-10-17 10:30:47.884072800+00:00,30,5,DTE Student,4,11,989,1202,-41.0,-200.0,1,10:30:47.884072
2024-10-17 10:30:50.897295100+00:00,30,5,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:30:50.897295
2024-10-17 10:30:53.963543200+00:00,30,5,DTE Staff,1,1,989,1202,-200.0,-90.0,1,10:30:53.963543
2024-10-17 10:30:57.037608600+00:00,30,5,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:30:57.037608
2024-10-17 10:31:12.921557800+00:00,30,6,DTE Student,4,11,989,1202,-41.0,-200.0,1,10:31:12.921557
2024-10-17 10:31:15.907614500+00:00,30,6,DTE Staff,3,11,989,1202,-42.0,-200.0,1,10:31:15.907614
2024-10-17 10:31:18.950469600+00:00,30,6,DTE Staff,1,1,989,1202,-200.0,-89.0,1,10:31:18.950469
2024-10-17 10:31:22.024779700+00:00,30,6,DTE Staff,2,1,989,1202,-200.0,-90.0,1,10:31:22.024779
2024-10-17 10:31:37.383357800+00:00,30,7,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:31:37.383357
2024-10-17 10:31:40.560084100+00:00,30,7,DTE Staff,3,11,989,1202,-42.0,-200.0,1,10:31:40.560084
2024-10-17 10:31:43.425652+00:00,30,7,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:31:43.425652
2024-10-17 10:31:46.497366400+00:00,30,7,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:31:46.497366
2024-10-17 10:32:02.064305500+00:00,30,8,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:32:02.064305
2024-10-17 10:32:05.026723500+00:00,30,8,DTE Staff,3,11,989,1202,-42.0,-200.0,1,10:32:05.026723
2024-10-17 10:32:08.102739600+00:00,30,8,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:32:08.102739
2024-10-17 10:32:11.076436800+00:00,30,8,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:32:11.076436
2024-10-17 10:32:26.452678700+00:00,30,9,DTE Staff,3,11,989,1202,-42.0,-200.0,1,10:32:26.452678
2024-10-17 10:32:29.512194400+00:00,30,9,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:32:29.512194
2024-10-17 10:32:32.475633800+00:00,30,9,DTE Staff,2,1,989,1202,-200.0,-90.0,1,10:32:32.475633
2024-10-17 10:32:35.547132100+00:00,30,9,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:32:35.547132
2024-10-17 10:32:51.319822600+00:00,30,10,DTE Staff,3,11,989,1202,-42.0,-200.0,1,10:32:51.319822
2024-10-17 10:32:54.222377+00:00,30,10,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:32:54.222377
2024-10-17 10:32:57.257043700+00:00,30,10,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:32:57.257043
2024-10-17 10:33:00.330848700+00:00,30,10,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:33:00.330848
2024-10-17 10:33:15.791430100+00:00,30,11,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:33:15.791430
2024-10-17 10:33:18.863672900+00:00,30,11,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:33:18.863672
2024-10-17 10:33:21.832186300+00:00,30,11,DTE Staff,2,1,989,1202,-200.0,-90.0,1,10:33:21.832186
2024-10-17 10:33:24.802976300+00:00,30,11,DTE Staff,1,1,989,1202,-200.0,-93.0,1,10:33:24.802976
2024-10-17 10:33:42.000417500+00:00,30,12,DTE Student,4,11,989,1202,-44.0,-200.0,1,10:33:42.000417
2024-10-17 10:33:44.975195100+00:00,30,12,DTE Staff,3,11,989,1202,-44.0,-200.0,1,10:33:44.975195
2024-10-17 10:33:48.046536800+00:00,30,12,DTE Staff,1,1,989,1202,-200.0,-89.0,1,10:33:48.046536
2024-10-17 10:33:51.223897900+00:00,30,12,DTE Staff,2,1,989,1202,-200.0,-89.0,1,10:33:51.223897
2024-10-17 10:34:06.584393400+00:00,30,13,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:34:06.584393
2024-10-17 10:34:09.653514200+00:00,30,13,DTE Student,4,11,989,1202,-41.0,-200.0,1,10:34:09.653514
2024-10-17 10:34:12.621405700+00:00,30,13,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:34:12.621405
2024-10-17 10:34:15.694514600+00:00,30,13,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:34:15.694514
2024-10-17 10:34:31.196746800+00:00,30,14,DTE Student,4,11,989,1202,-41.0,-200.0,1,10:34:31.196746
2024-10-17 10:34:34.229071200+00:00,30,14,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:34:34.229071
2024-10-17 10:34:37.110176600+00:00,30,14,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:34:37.110176
2024-10-17 10:34:40.168469300+00:00,30,14,DTE Staff,1,1,989,1202,-200.0,-92.0,1,10:34:40.168469
2024-10-17 10:34:55.625947100+00:00,30,15,DTE Student,4,11,989,1202,-44.0,-200.0,1,10:34:55.625947
2024-10-17 10:34:58.702230300+00:00,30,15,DTE Staff,3,11,989,1202,-44.0,-200.0,1,10:34:58.702230
2024-10-17 10:35:01.673405100+00:00,30,15,DTE Staff,1,1,989,1202,-200.0,-92.0,1,10:35:01.673405
2024-10-17 10:35:04.641513200+00:00,30,15,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:35:04.641513
2024-10-17 10:35:20.314371200+00:00,30,16,DTE Student,4,11,989,1202,-43.0,-200.0,1,10:35:20.314371
2024-10-17 10:35:23.382483200+00:00,30,16,DTE Staff,3,11,989,1202,-43.0,-200.0,1,10:35:23.382483
2024-10-17 10:35:26.375589800+00:00,30,16,DTE Staff,1,1,989,1202,-200.0,-86.0,1,10:35:26.375589
2024-10-17 10:35:29.525112500+00:00,30,16,DTE Staff,2,1,989,1202,-200.0,-88.0,1,10:35:29.525112
2024-10-17 10:35:46.119802200+00:00,30,17,DTE Staff,3,11,989,1202,-44.0,-200.0,1,10:35:46.119802
2024-10-17 10:35:49.084042200+00:00,30,17,DTE Student,4,11,989,1202,-44.0,-200.0,1,10:35:49.084042
2024-10-17 10:35:52.053357200+00:00,30,17,DTE Staff,1,1,989,1202,-200.0,-90.0,1,10:35:52.053357
2024-10-17 10:35:55.107521800+00:00,30,17,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:35:55.107521
2024-10-17 10:36:10.691246400+00:00,30,18,DTE Staff,3,11,989,1202,-46.0,-200.0,1,10:36:10.691246
2024-10-17 10:36:13.769936500+00:00,30,18,DTE Student,4,11,989,1202,-47.0,-200.0,1,10:36:13.769936
2024-10-17 10:36:16.731824300+00:00,30,18,DTE Staff,1,1,989,1202,-200.0,-93.0,1,10:36:16.731824
2024-10-17 10:36:22.339535600+00:00,30,18,DTE Staff,2,1,989,1202,-200.0,-93.0,1,10:36:22.339535
2024-10-17 10:36:37.216855500+00:00,30,19,DTE Student,4,11,989,1202,-52.0,-200.0,1,10:36:37.216855
2024-10-17 10:36:40.284576600+00:00,30,19,DTE Staff,3,11,989,1202,-53.0,-200.0,1,10:36:40.284576
2024-10-17 10:36:43.203683500+00:00,30,19,DTE Staff,2,1,989,1202,-200.0,-87.0,1,10:36:43.203683
2024-10-17 10:36:46.333554100+00:00,30,19,DTE Staff,1,1,989,1202,-200.0,-88.0,1,10:36:46.333554
2024-10-17 10:37:03.110155700+00:00,30,20,DTE Staff,3,11,989,1202,-46.0,-200.0,1,10:37:03.110155
2024-10-17 10:37:06.294725800+00:00,30,20,DTE Student,4,11,989,1202,-47.0,-200.0,1,10:37:06.294725
2024-10-17 10:37:09.159721900+00:00,30,20,DTE Staff,1,1,989,1202,-200.0,-89.0,1,10:37:09.159721
2024-10-17 10:37:12.234211+00:00,30,20,DTE Staff,2,1,989,1202,-200.0,-89.0,1,10:37:12.234211
2024-10-17 10:39:01.290371500+00:00,37,1,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:39:01.290371
2024-10-17 10:39:04.361624400+00:00,37,1,DTE Staff,3,11,1908,1037,-55.0,-200.0,1,10:39:04.361624
2024-10-17 10:39:07.231557200+00:00,37,1,DTE Staff,2,1,1908,1037,-200.0,-81.0,1,10:39:07.231557
2024-10-17 10:39:10.264764400+00:00,37,1,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:39:10.264764
2024-10-17 10:39:27.606968800+00:00,37,2,DTE Staff,3,11,1908,1037,-53.0,-200.0,1,10:39:27.606968
2024-10-17 10:39:30.612098900+00:00,37,2,DTE Student,4,11,1908,1037,-55.0,-200.0,1,10:39:30.612098
2024-10-17 10:39:35.023708700+00:00,37,2,DTE Staff,1,1,1908,1037,-200.0,-81.0,1,10:39:35.023708
2024-10-17 10:39:36.633736900+00:00,37,2,DTE Staff,2,1,1908,1037,-200.0,-82.0,1,10:39:36.633736
2024-10-17 10:39:53.471872700+00:00,37,3,DTE Staff,3,11,1908,1037,-54.0,-200.0,1,10:39:53.471872
2024-10-17 10:39:59.566795400+00:00,37,3,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:39:59.566795
2024-10-17 10:39:59.761023500+00:00,37,3,DTE Staff,1,1,1908,1037,-200.0,-81.0,1,10:39:59.761023
2024-10-17 10:40:02.525578200+00:00,37,3,DTE Staff,2,1,1908,1037,-200.0,-83.0,1,10:40:02.525578
2024-10-17 10:40:19.627322500+00:00,37,4,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:40:19.627322
2024-10-17 10:40:22.910922500+00:00,37,4,DTE Staff,3,11,1908,1037,-55.0,-200.0,1,10:40:22.910922
2024-10-17 10:40:28.845021100+00:00,37,4,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:40:28.845021
2024-10-17 10:40:44.370696300+00:00,37,5,DTE Staff,3,11,1908,1037,-55.0,-200.0,1,10:40:44.370696
2024-10-17 10:40:47.470788300+00:00,37,5,DTE Student,4,11,1908,1037,-56.0,-200.0,1,10:40:47.470788
2024-10-17 10:40:50.449103900+00:00,37,5,DTE Staff,2,1,1908,1037,-200.0,-84.0,1,10:40:50.449103
2024-10-17 10:40:53.524446300+00:00,37,5,DTE Staff,1,1,1908,1037,-200.0,-85.0,1,10:40:53.524446
2024-10-17 10:41:09.457443400+00:00,37,6,DTE Staff,3,11,1908,1037,-54.0,-200.0,1,10:41:09.457443
2024-10-17 10:41:12.566214500+00:00,37,6,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:41:12.566214
2024-10-17 10:41:15.487157200+00:00,37,6,DTE Staff,2,1,1908,1037,-200.0,-82.0,1,10:41:15.487157
2024-10-17 10:41:18.510092+00:00,37,6,DTE Staff,1,1,1908,1037,-200.0,-83.0,1,10:41:18.510092
2024-10-17 10:41:34.687462400+00:00,37,7,DTE Staff,3,11,1908,1037,-57.0,-200.0,1,10:41:34.687462
2024-10-17 10:41:37.727864+00:00,37,7,DTE Student,4,11,1908,1037,-57.0,-200.0,1,10:41:37.727864
2024-10-17 10:41:40.728359800+00:00,37,7,DTE Staff,1,1,1908,1037,-200.0,-81.0,1,10:41:40.728359
2024-10-17 10:41:43.800004200+00:00,37,7,DTE Staff,2,1,1908,1037,-200.0,-82.0,1,10:41:43.800004
2024-10-17 10:42:00.486490+00:00,37,8,DTE Student,4,11,1908,1037,-55.0,-200.0,1,10:42:00.486490
2024-10-17 10:42:03.462011900+00:00,37,8,DTE Staff,3,11,1908,1037,-56.0,-200.0,1,10:42:03.462011
2024-10-17 10:42:06.535610+00:00,37,8,DTE Staff,1,1,1908,1037,-200.0,-83.0,1,10:42:06.535610
2024-10-17 10:42:09.504959200+00:00,37,8,DTE Staff,2,1,1908,1037,-200.0,-83.0,1,10:42:09.504959
2024-10-17 10:42:25.476254300+00:00,37,9,DTE Staff,3,11,1908,1037,-54.0,-200.0,1,10:42:25.476254
2024-10-17 10:42:28.551811200+00:00,37,9,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:42:28.551811
2024-10-17 10:42:31.522976300+00:00,37,9,DTE Staff,2,1,1908,1037,-200.0,-82.0,1,10:42:31.522976
2024-10-17 10:42:34.591278800+00:00,37,9,DTE Staff,1,1,1908,1037,-200.0,-83.0,1,10:42:34.591278
2024-10-17 10:42:50.568573300+00:00,37,10,DTE Student,4,11,1908,1037,-52.0,-200.0,1,10:42:50.568573
2024-10-17 10:42:53.640629700+00:00,37,10,DTE Staff,3,11,1908,1037,-52.0,-200.0,1,10:42:53.640629
2024-10-17 10:42:56.709586+00:00,37,10,DTE Staff,1,1,1908,1037,-200.0,-84.0,1,10:42:56.709586
2024-10-17 10:42:59.681011+00:00,37,10,DTE Staff,2,1,1908,1037,-200.0,-86.0,1,10:42:59.681011
2024-10-17 10:43:15.510754300+00:00,37,11,DTE Staff,3,11,1908,1037,-53.0,-200.0,1,10:43:15.510754
2024-10-17 10:43:18.522535900+00:00,37,11,DTE Student,4,11,1908,1037,-53.0,-200.0,1,10:43:18.522535
2024-10-17 10:43:21.490592800+00:00,37,11,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:43:21.490592
2024-10-17 10:43:24.667760100+00:00,37,11,DTE Staff,2,1,1908,1037,-200.0,-84.0,1,10:43:24.667760
2024-10-17 10:43:44.531595100+00:00,37,12,DTE Student,4,11,1908,1037,-53.0,-200.0,1,10:43:44.531595
2024-10-17 10:43:45.233672200+00:00,37,12,DTE Staff,3,11,1908,1037,-54.0,-200.0,1,10:43:45.233672
2024-10-17 10:43:50.034335200+00:00,37,12,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:43:50.034335
2024-10-17 10:44:21.093217500+00:00,37,13,DTE Staff,3,11,1908,1037,-52.0,-200.0,1,10:44:21.093217
2024-10-17 10:44:29.381807900+00:00,37,13,DTE Staff,2,1,1908,1037,-200.0,-83.0,1,10:44:29.381807
2024-10-17 10:44:29.381807900+00:00,37,13,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:44:29.381807
2024-10-17 10:44:30.203156100+00:00,37,13,DTE Staff,1,1,1908,1037,-200.0,-84.0,1,10:44:30.203156
2024-10-17 10:44:45.564579+00:00,37,14,DTE Student,4,11,1908,1037,-55.0,-200.0,1,10:44:45.564579
2024-10-17 10:44:48.633541400+00:00,37,14,DTE Staff,3,11,1908,1037,-55.0,-200.0,1,10:44:48.633541
2024-10-17 10:45:12.802414600+00:00,37,15,DTE Student,4,11,1908,1037,-59.0,-200.0,1,10:45:12.802414
2024-10-17 10:45:15.873947300+00:00,37,15,DTE Staff,3,11,1908,1037,-60.0,-200.0,1,10:45:15.873947
2024-10-17 10:45:24.750821400+00:00,37,15,DTE Staff,1,1,1908,1037,-200.0,-84.0,1,10:45:24.750821
2024-10-17 10:45:24.750821400+00:00,37,15,DTE Staff,2,1,1908,1037,-200.0,-79.0,1,10:45:24.750821
2024-10-17 10:46:06.049523200+00:00,37,17,DTE Student,4,11,1908,1037,-59.0,-200.0,1,10:46:06.049523
2024-10-17 10:46:30.831638900+00:00,37,18,DTE Student,4,11,1908,1037,-52.0,-200.0,1,10:46:30.831638
2024-10-17 10:46:33.902740800+00:00,37,18,DTE Staff,3,11,1908,1037,-53.0,-200.0,1,10:46:33.902740
2024-10-17 10:46:36.872089900+00:00,37,18,DTE Staff,2,1,1908,1037,-200.0,-82.0,1,10:46:36.872089
2024-10-17 10:46:39.944156700+00:00,37,18,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:46:39.944156
2024-10-17 10:46:55.633203300+00:00,37,19,DTE Staff,3,11,1908,1037,-54.0,-200.0,1,10:46:55.633203
2024-10-17 10:46:58.785670900+00:00,37,19,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:46:58.785670
2024-10-17 10:47:01.653119700+00:00,37,19,DTE Staff,1,1,1908,1037,-200.0,-82.0,1,10:47:01.653119
2024-10-17 10:47:04.723590900+00:00,37,19,DTE Staff,2,1,1908,1037,-200.0,-83.0,1,10:47:04.723590
2024-10-17 10:47:20.671099+00:00,37,20,DTE Staff,3,11,1908,1037,-53.0,-200.0,1,10:47:20.671099
2024-10-17 10:47:23.669681400+00:00,37,20,DTE Student,4,11,1908,1037,-54.0,-200.0,1,10:47:23.669681
2024-10-17 10:47:26.576408200+00:00,37,20,DTE Staff,1,1,1908,1037,-200.0,-80.0,1,10:47:26.576408
2024-10-17 10:47:30.215295900+00:00,37,20,DTE Staff,2,1,1908,1037,-200.0,-81.0,1,10:47:30.215295
2024-10-23 02:46:23.254807200+00:00,11,1,DTE Student,4,11,759,1368,-61.0,-200.0,0,02:46:23.254807
2024-10-23 02:46:26.176452600+00:00,11,1,DTE Staff,3,11,759,1368,-61.0,-200.0,0,02:46:26.176452
2024-10-23 02:46:29.203958600+00:00,11,1,DTE Staff,2,1,759,1368,-200.0,-93.0,0,02:46:29.203958
2024-10-23 02:46:32.315810400+00:00,11,1,DTE Staff,1,1,759,1368,-200.0,-93.0,0,02:46:32.315810
2024-10-23 02:46:48.395736900+00:00,11,2,DTE Staff,3,11,759,1368,-62.0,-200.0,0,02:46:48.395736
2024-10-23 02:46:51.361609400+00:00,11,2,DTE Student,4,11,759,1368,-62.0,-200.0,0,02:46:51.361609
2024-10-23 02:46:54.375002800+00:00,11,2,DTE Staff,2,1,759,1368,-200.0,-92.0,0,02:46:54.375002
2024-10-23 02:46:57.378077+00:00,11,2,DTE Staff,1,1,759,1368,-200.0,-93.0,0,02:46:57.378077
2024-10-23 02:47:17.416146100+00:00,11,3,DTE Student,4,11,759,1368,-57.0,-200.0,0,02:47:17.416146
2024-10-23 02:47:35.293840900+00:00,11,4,DTE Staff,3,11,759,1368,-59.0,-200.0,0,02:47:35.293840
2024-10-23 02:47:38.255841100+00:00,11,4,DTE Student,4,11,759,1368,-59.0,-200.0,0,02:47:38.255841
2024-10-23 02:47:41.227349100+00:00,11,4,DTE Staff,2,1,759,1368,-200.0,-94.0,0,02:47:41.227349
2024-10-23 02:47:44.300456800+00:00,11,4,DTE Staff,1,1,759,1368,-200.0,-95.0,0,02:47:44.300456
2024-10-23 02:48:01.321504900+00:00,11,5,DTE Student,4,11,759,1368,-59.0,-200.0,0,02:48:01.321504
2024-10-23 02:48:04.206318100+00:00,11,5,DTE Staff,3,11,759,1368,-59.0,-200.0,0,02:48:04.206318
2024-10-23 02:48:07.234062300+00:00,11,5,DTE Staff,1,1,759,1368,-200.0,-93.0,0,02:48:07.234062
2024-10-23 02:48:10.313032200+00:00,11,5,DTE Staff,2,1,759,1368,-200.0,-97.0,0,02:48:10.313032
2024-10-23 02:48:26.166739500+00:00,11,6,DTE Student,4,11,759,1368,-57.0,-200.0,0,02:48:26.166739
2024-10-23 02:48:29.172098400+00:00,11,6,DTE Staff,3,11,759,1368,-57.0,-200.0,0,02:48:29.172098
2024-10-23 02:48:32.327794+00:00,11,6,DTE Staff,1,1,759,1368,-200.0,-93.0,0,02:48:32.327794
2024-10-23 02:48:35.245856600+00:00,11,6,DTE Staff,2,1,759,1368,-200.0,-93.0,0,02:48:35.245856
2024-10-23 02:48:53.929504600+00:00,11,7,DTE Student,4,11,759,1368,-60.0,-200.0,0,02:48:53.929504
2024-10-23 02:48:56.997554900+00:00,11,7,DTE Staff,3,11,759,1368,-60.0,-200.0,0,02:48:56.997554
2024-10-23 02:48:59.972886300+00:00,11,7,DTE Staff,1,1,759,1368,-200.0,-91.0,0,02:48:59.972886
2024-10-23 02:49:02.898553100+00:00,11,7,DTE Staff,2,1,759,1368,-200.0,-94.0,0,02:49:02.898553
2024-10-23 02:49:18.722915100+00:00,11,8,DTE Staff,3,11,759,1368,-62.0,-200.0,0,02:49:18.722915
2024-10-23 02:49:21.687369800+00:00,11,8,DTE Student,4,11,759,1368,-62.0,-200.0,0,02:49:21.687369
2024-10-23 02:49:24.752394900+00:00,11,8,DTE Staff,2,1,759,1368,-200.0,-92.0,0,02:49:24.752394
2024-10-23 02:49:27.826490300+00:00,11,8,DTE Staff,1,1,759,1368,-200.0,-93.0,0,02:49:27.826490
2024-10-23 02:49:45.356115200+00:00,11,9,DTE Staff,3,11,759,1368,-61.0,-200.0,0,02:49:45.356115
2024-10-23 02:49:48.411192+00:00,11,9,DTE Student,4,11,759,1368,-61.0,-200.0,0,02:49:48.411192
2024-10-23 02:49:51.342622900+00:00,11,9,DTE Staff,2,1,759,1368,-200.0,-94.0,0,02:49:51.342622
2024-10-23 02:49:54.351826200+00:00,11,9,DTE Staff,1,1,759,1368,-200.0,-97.0,0,02:49:54.351826
2024-10-23 02:50:10.643628+00:00,11,10,DTE Staff,3,11,759,1368,-55.0,-200.0,0,02:50:10.643628
2024-10-23 02:50:13.704844+00:00,11,10,DTE Student,4,11,759,1368,-55.0,-200.0,0,02:50:13.704844
2024-10-23 02:50:16.669740900+00:00,11,10,DTE Staff,1,1,759,1368,-200.0,-91.0,0,02:50:16.669740
2024-10-23 02:50:19.644143800+00:00,11,10,DTE Staff,2,1,759,1368,-200.0,-94.0,0,02:50:19.644143
2024-10-23 02:50:35.392033400+00:00,11,11,DTE Staff,3,11,759,1368,-63.0,-200.0,0,02:50:35.392033
2024-10-23 02:50:38.484027900+00:00,11,11,DTE Student,4,11,759,1368,-64.0,-200.0,0,02:50:38.484027
2024-10-23 02:50:41.454749900+00:00,11,11,DTE Staff,1,1,759,1368,-200.0,-94.0,0,02:50:41.454749
2024-10-23 02:50:44.425460+00:00,11,11,DTE Staff,2,1,759,1368,-200.0,-95.0,0,02:50:44.425460
2024-10-23 02:51:00.737576+00:00,11,12,DTE Student,4,11,759,1368,-61.0,-200.0,0,02:51:00.737576
2024-10-23 02:51:03.778991100+00:00,11,12,DTE Staff,3,11,759,1368,-61.0,-200.0,0,02:51:03.778991
2024-10-23 02:51:06.845942800+00:00,11,12,DTE Staff,2,1,759,1368,-200.0,-92.0,0,02:51:06.845942
2024-10-23 02:51:09.818099300+00:00,11,12,DTE Staff,1,1,759,1368,-200.0,-94.0,0,02:51:09.818099
2024-10-23 02:51:25.492693+00:00,11,13,DTE Staff,3,11,759,1368,-62.0,-200.0,0,02:51:25.492693
2024-10-23 02:51:31.046422400+00:00,11,13,DTE Student,4,11,759,1368,-63.0,-200.0,0,02:51:31.046422
2024-10-23 02:51:31.532539400+00:00,11,13,DTE Staff,1,1,759,1368,-200.0,-94.0,0,02:51:31.532539
2024-10-23 02:51:34.600135200+00:00,11,13,DTE Staff,2,1,759,1368,-200.0,-96.0,0,02:51:34.600135
2024-10-23 02:51:57.654798400+00:00,11,14,DTE Staff,3,11,759,1368,-63.0,-200.0,0,02:51:57.654798
2024-10-23 02:52:00.712571400+00:00,11,14,DTE Student,4,11,759,1368,-64.0,-200.0,0,02:52:00.712571
